Date,Open,High,Low,Close,Adj Close,Volume
2017-12-11,32.23,32.445,31.459999,32.377499,31.511532,4292800
2017-12-18,32.552502,32.665001,31.99,32.0825,31.224421,2404000
2017-12-25,32.037498,32.747501,31.8025,32.387501,31.521263,1508800
2018-01-01,32.43,34.334999,32.400002,34.095001,33.18309,2822800
2018-01-08,34.0075,35.165001,33.3825,35.005001,34.068756,3424400
2018-01-15,35.032501,35.4575,34.8475,35.18,34.239067,3011600
2018-01-22,35.18,35.779999,35.029999,35.580002,34.628368,3599600
2018-01-29,35.5425,35.91,34.5275,34.547501,33.623489,3209600
2018-02-05,34.435001,34.727501,32.014999,33.397499,32.504253,4702400
2018-02-12,33.584999,35.7225,33.317501,35.299999,34.355869,4226800
2018-02-19,35.095001,35.535,34.342499,35.497501,34.626637,2883600
2018-02-26,35.575001,35.700001,34.7075,35.099998,34.238888,3345600
2018-03-05,34.947498,36.762501,34.887501,36.59,35.692329,4506800
2018-03-12,36.577499,37.217499,36.330002,37.044998,36.136169,3266800
2018-03-19,36.900002,37.419998,36.16,36.189999,35.302135,3090800
2018-03-26,36.6175,37.9725,36.110001,37.759998,36.833633,2629600
2018-04-02,37.622501,37.965,35.665001,36.3325,35.441154,3969200
2018-04-09,36.462502,37.7225,36.147499,37.237499,36.32394,2586800
2018-04-16,37.450001,38.637501,37.115002,38.195,37.257961,3086000
2018-04-23,38.32,38.639999,37.540001,38.0425,37.109207,2896000
2018-04-30,38.075001,38.110001,35.872501,36.970001,36.063011,5235200
2018-05-07,36.955002,37.9375,36.827499,37.8675,36.938488,2985200
2018-05-14,37.8325,38.467499,37.262501,38.2425,37.384113,3795200
2018-05-21,38.407501,38.5,37.067501,37.205002,36.3699,2513600
2018-05-28,36.959999,38.125,36.2075,37.7425,36.895329,3371200
2018-06-04,37.822498,40.127499,37.642502,39.932499,39.036171,3430000
2018-06-11,39.875,41.650002,39.77,41.395,40.465847,3766400
2018-06-18,41.302502,41.702499,40.025002,40.365002,39.458965,3025600
2018-06-25,40.282501,40.807499,36.302502,36.987499,36.157269,6592000
2018-07-02,36.895,37.669998,36.549999,37.602501,36.758472,3268800
2018-07-09,37.775002,38.567501,37.775002,38.2775,37.418316,3024000
2018-07-16,38.1875,39.325001,37.810001,39.105,38.227245,3260000
2018-07-23,38.990002,41.772499,38.889999,40.607498,39.696014,3535200
2018-07-30,40.665001,41.98,39.217499,41.584999,40.651577,3210800
2018-08-06,41.6175,45.974998,41.59,44.669998,43.667332,6211600
2018-08-13,44.532501,45.564999,43.862499,45.125,44.112118,4219600
2018-08-20,45.147499,47.3325,44.965,47.0625,46.08807,3578800
2018-08-27,47.099998,48.577499,46.3675,48.0425,47.047779,4116800
2018-09-03,47.892502,48.592499,47.084999,47.84,46.849472,2982800
2018-09-10,48.3325,49.997501,47.9175,49.952499,48.918232,4300800
2018-09-17,50.0,50.474998,48.880001,48.98,47.965862,4178800
2018-09-24,48.950001,51.509998,48.892502,51.0275,49.970982,6208000
2018-10-01,51.112499,51.435001,47.654999,48.049999,47.055134,5146800
