,Date,Open,High,Low,Close,Adj Close,Volume
0,2017-12-11,68.839996,71.470001,68.209999,70.519997,70.519997,13174300
1,2017-12-18,70.699997,72.199997,69.790001,71.980003,71.980003,7704200
2,2017-12-25,72.0,72.93,71.75,72.25,72.25,2785200
3,2018-01-01,72.269997,75.599998,71.769997,75.529999,75.529999,6713200
4,2018-01-08,75.550003,80.709999,74.790001,79.129997,79.129997,8721000
5,2018-01-15,79.5,79.639999,77.730003,78.610001,78.610001,4805300
6,2018-01-22,78.760002,79.550003,77.550003,79.099998,79.099998,4260600
7,2018-01-29,78.949997,79.550003,75.209999,75.650002,75.650002,7821500
8,2018-02-05,75.230003,76.300003,70.5,72.970001,72.970001,7628800
9,2018-02-12,73.410004,75.480003,71.559998,73.650002,73.650002,8850100
10,2018-02-19,73.269997,74.260002,71.699997,73.18,73.18,4823300
11,2018-02-26,73.269997,74.059998,69.449997,71.910004,71.910004,7055400
12,2018-03-05,71.529999,73.18,71.07,72.459999,72.459999,5860500
13,2018-03-12,72.18,72.720001,68.120003,68.529999,68.529999,12276400
14,2018-03-19,68.519997,68.870003,64.860001,65.0,65.0,10054200
15,2018-03-26,65.699997,66.639999,64.620003,65.940002,65.940002,6117700
16,2018-04-02,65.959999,66.269997,61.720001,63.029999,63.029999,10004000
17,2018-04-09,63.189999,63.84,62.52,62.900002,62.900002,6645500
18,2018-04-16,63.310001,64.629997,62.32,63.75,63.75,6630800
19,2018-04-23,63.389999,64.279999,61.919998,63.220001,63.220001,6274100
20,2018-04-30,63.369999,68.690002,61.970001,66.379997,66.379997,11290700
21,2018-05-07,66.07,66.690002,63.900002,66.010002,66.010002,8461700
22,2018-05-14,66.309998,68.279999,66.080002,68.120003,68.120003,5725200
23,2018-05-21,68.360001,68.699997,67.239998,67.889999,67.889999,5357900
24,2018-05-28,67.449997,68.790001,66.139999,67.089996,67.089996,5599600
25,2018-06-04,67.580002,71.110001,66.519997,71.050003,71.050003,8076900
26,2018-06-11,70.919998,73.5,70.209999,73.470001,73.470001,11223200
27,2018-06-18,73.269997,73.440002,71.779999,71.949997,71.949997,8426000
28,2018-06-25,71.93,72.029999,68.290001,69.440002,69.440002,6060500
29,2018-07-02,69.279999,70.470001,68.639999,70.220001,70.220001,4391500
30,2018-07-09,70.389999,72.129997,69.519997,71.769997,71.769997,6024000
31,2018-07-16,71.769997,71.910004,69.57,69.980003,69.980003,4280500
32,2018-07-23,70.160004,71.709999,69.160004,69.669998,69.669998,4569400
33,2018-07-30,69.660004,74.720001,69.349998,74.550003,74.550003,6498700
34,2018-08-06,74.43,74.540001,71.32,71.790001,71.790001,4334300
35,2018-08-13,71.879997,73.690002,70.540001,72.489998,72.489998,5393800
36,2018-08-20,72.709999,73.040001,71.07,72.830002,72.830002,5048100
37,2018-08-27,72.900002,74.150002,65.540001,69.290001,69.290001,12877800
38,2018-09-03,69.440002,69.669998,66.82,67.239998,67.239998,5961600
39,2018-09-10,67.300003,71.839996,66.190002,70.779999,70.779999,7386700
40,2018-09-17,70.919998,71.449997,69.800003,69.919998,69.919998,8307600
41,2018-09-24,70.0,72.0,69.220001,71.629997,71.629997,6537400
42,2018-10-01,73.0,75.43,71.790001,72.050003,72.050003,7250000
43,2018-10-08,72.190002,75.379997,68.010002,68.93,68.93,7909400
44,2018-10-15,69.050003,71.080002,65.989998,67.650002,67.650002,9137600
45,2018-10-22,67.559998,68.220001,63.93,65.080002,65.080002,8097100
46,2018-10-29,66.0,69.300003,65.410004,67.660004,67.660004,8209500
47,2018-11-05,67.940002,79.110001,67.660004,69.699997,69.699997,18071000
48,2018-11-12,69.699997,69.860001,61.84,62.43,62.43,9598300
49,2018-11-19,62.150002,62.380001,58.68,59.66,59.66,4693500
50,2018-11-26,59.93,66.389999,59.119999,66.059998,66.059998,9043200
51,2018-12-03,66.739998,66.739998,58.66,58.959999,58.959999,8266900
52,2018-12-10,58.830002,59.860001,56.889999,58.02,58.02,7841600
53,2018-12-17,57.209999,58.16,49.610001,49.82,49.82,12488100
54,2018-12-24,49.509998,51.41,48.25,50.369999,50.369999,4508900
55,2018-12-31,50.529999,54.189999,50.529999,54.0,54.0,6225500
56,2019-01-07,54.110001,56.119999,53.0,56.07,56.07,7165600
57,2019-01-14,55.599998,57.73,55.34,57.369999,57.369999,8331600
58,2019-01-21,57.099998,58.0,56.130001,57.09,57.09,5978200
59,2019-01-28,56.68,57.5,55.439999,56.299999,56.299999,8214900
60,2019-02-04,56.299999,57.900002,55.150002,56.130001,56.130001,6944700
61,2019-02-11,56.169998,59.560001,54.810001,59.099998,59.099998,11900200
62,2019-02-18,59.040001,59.970001,57.880001,58.700001,58.700001,5154700
63,2019-02-25,58.740002,59.360001,56.470001,57.049999,57.049999,6406600
64,2019-03-04,55.779999,56.709999,49.48,49.950001,49.950001,14521700
65,2019-03-11,49.959999,54.060001,49.630001,53.529999,53.529999,10107200
66,2019-03-18,53.349998,55.669998,51.880001,54.049999,54.049999,12036200
67,2019-03-25,53.970001,54.360001,52.549999,54.290001,54.290001,5330500
68,2019-04-01,54.639999,56.119999,54.240002,55.950001,55.950001,6146200
69,2019-04-08,55.82,56.060001,54.27,54.540001,54.540001,4749900
70,2019-04-15,54.790001,56.549999,50.869999,52.23,52.23,8520800
71,2019-04-22,52.240002,55.709999,51.029999,55.610001,55.610001,7765900
72,2019-04-29,55.740002,57.25,54.470001,56.990002,56.990002,6021700
73,2019-05-06,55.919998,57.959999,50.639999,52.110001,52.110001,11186700
74,2019-05-13,50.93,51.900002,49.220001,49.23,49.23,7738800
75,2019-05-20,49.099998,49.709999,47.5,47.560001,47.560001,6650800
76,2019-05-27,47.75,47.75,43.400002,43.419998,43.419998,7718100
77,2019-06-03,43.490002,48.290001,43.490002,47.689999,47.689999,9273900
78,2019-06-10,47.810001,49.23,47.220001,48.880001,48.880001,5604500
79,2019-06-17,49.040001,53.549999,48.5,53.09,53.09,10693000
80,2019-06-24,52.98,56.389999,52.82,56.259998,56.259998,11561600
81,2019-07-01,56.939999,58.43,55.810001,58.27,58.27,5628400
82,2019-07-08,57.82,58.080002,50.68,56.900002,56.900002,17432400
83,2019-07-15,56.900002,58.439999,55.549999,56.049999,56.049999,7549400
