Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,172.479996,192.679993,170.0,190.779999,165.88652,13187100
2018-02-01,190.169998,197.369995,175.309998,189.839996,165.069214,14466300
2018-03-01,190.600006,197.350006,177.009995,184.360001,160.304291,14096400
2018-04-01,183.399994,188.800003,175.899994,182.270004,159.118866,16732700
2018-05-01,181.419998,187.070007,170.580002,172.080002,150.22319,14962600
2018-06-01,174.25,180.130005,167.320007,170.149994,149.223892,20916100
2018-07-01,169.369995,177.399994,165.529999,173.350006,152.03035,24196300
2018-08-01,174.289993,178.199997,171.860001,177.149994,155.362991,15411400
2018-09-01,177.970001,180.770004,164.279999,164.539993,145.126724,16750000
2018-10-01,166.190002,170.940002,154.330002,165.410004,145.894119,22181800
2018-11-01,166.080002,170.75,161.350006,169.009995,149.069366,19312600
2018-12-01,170.320007,171.009995,133.779999,143.130005,126.995667,17694200
2019-01-01,141.110001,169.809998,141.110001,164.539993,145.992188,19669600
2019-02-01,164.860001,176.110001,160.589996,173.059998,153.551743,16967000
2019-03-01,173.009995,175.720001,152.25,157.020004,139.319885,18808300
2019-04-01,158.139999,171.610001,157.919998,170.070007,151.775833,13588000
2019-05-01,169.830002,171.770004,158.75,159.600006,142.432098,16922600
2019-06-01,159.179993,170.410004,158.619995,170.070007,152.717514,12119300
2019-07-01,171.25,174.929993,160.449997,164.25,147.491302,16486600
2019-08-01,163.889999,164.550003,142.960007,146.210007,131.291992,14933300
2019-09-01,144.800003,160.169998,141.5,157.970001,142.821808,13200800
2019-10-01,159.039993,160.509995,147.009995,156.529999,141.519882,15048800
2019-11-01,158.139999,169.800003,157.199997,164.740005,148.942612,11269900
2019-12-01,165.75,172.630005,160.460007,169.75,154.49115,11052800
2020-01-01,170.360001,173.440002,158.410004,168.520004,153.371719,15262300
2020-02-01,169.449997,174.0,136.380005,140.380005,127.76123,13694000
2020-03-01,140.380005,148.110001,87.639999,103.43,94.853874,31660500
2020-04-01,97.959999,119.970001,90.949997,112.080002,102.786652,17919400
2020-05-01,109.209999,116.169998,85.089996,105.660004,96.898987,18657700
2020-06-01,106.25,130.139999,98.68,103.970001,96.320526,24360000
2020-07-01,104.489998,107.449997,94.43,105.949997,98.154854,17673500
2020-08-01,105.93,114.129997,100.800003,103.260002,95.662758,13165200
2020-09-01,102.260002,108.5,88.480003,92.089996,86.205803,20758400
2020-10-01,92.220001,107.82,90.449997,103.580002,96.961655,19306900
2020-11-01,105.0,127.459999,98.080002,116.489998,109.046745,27698700
2020-12-01,120.209999,129.970001,118.540001,127.300003,120.259476,18255100
2021-01-01,128.630005,151.0,125.449997,132.470001,125.143539,17783200
2021-02-01,133.490005,164.720001,131.289993,150.940002,142.592041,15783200
2021-03-01,154.190002,161.75,145.570007,151.610001,144.237488,22967400
2021-04-01,151.210007,160.869995,147.809998,157.690002,150.02182,20477900
2021-05-01,159.300003,168.270004,154.949997,160.690002,152.875931,16281500
2021-06-01,162.190002,164.389999,142.550003,145.309998,139.199173,18924500
2021-07-01,147.080002,147.860001,128.460007,133.850006,128.2211,21389000
2021-08-01,134.470001,143.220001,131.289993,140.009995,134.12204,17082700
2021-09-01,140.309998,154.710007,131.419998,149.339996,144.201096,20531500
2021-10-01,152.320007,162.539993,145.720001,147.119995,142.057495,20544600
2021-11-01,149.029999,163.259995,145.929993,146.610001,141.565033,19397400
2021-12-01,150.039993,156.660004,141.490005,153.580002,149.459885,18800100
2022-01-01,155.770004,186.929993,155.240005,169.380005,164.836029,37109400
2022-02-01,169.110001,186.949997,168.100006,182.229996,177.341278,24752300
2022-03-01,179.839996,186.690002,167.020004,169.5,166.0952,36583100
2022-04-01,172.139999,184.289993,157.949997,166.639999,163.292648,42242200
2022-05-01,168.25,181.119995,159.410004,179.970001,176.354889,24895700
2022-06-01,180.509995,181.789993,156.190002,159.389999,157.231857,23126400
2022-07-01,158.630005,178.080002,148.800003,177.449997,175.047318,22184300
2022-08-01,176.639999,193.419998,173.399994,181.779999,179.318695,17840400
2022-09-01,181.759995,191.350006,173.539993,176.320007,175.082092,22114100
2022-10-01,178.830002,192.559998,159.399994,168.369995,167.187897,33214300
2022-11-01,169.720001,172.589996,162.070007,170.020004,168.826324,25592300
2022-12-01,170.679993,171.270004,138.429993,145.059998,145.059998,31316000
