Date,Open,High,Low,Close,Adj Close,Volume
2020-04-01,16.0,18.08,12.12,17.709999,17.079971,468019400
2020-05-01,17.33,20.98,15.43,20.469999,19.741787,220471800
2020-06-01,20.549999,24.4,20.0,22.219999,21.429531,178123000
2020-07-01,22.32,27.719999,21.870001,27.24,26.367624,148450200
2020-08-01,27.24,31.24,27.01,29.85,28.894033,79827900
2020-09-01,29.66,31.559999,28.58,30.540001,29.561941,103381400
2020-10-01,30.719999,34.959999,30.26,33.389999,32.320667,93473300
2020-11-01,34.0,41.48,33.869999,38.07,36.939533,138911800
2020-12-01,38.639999,39.43,36.52,37.720001,36.599918,93211600
2021-01-01,38.349998,41.939999,34.209999,38.5,37.473495,111614300
2021-02-01,39.200001,40.119999,35.82,36.529999,35.556023,98761800
2021-03-01,36.759998,43.48,34.75,42.220001,41.094318,149553200
2021-04-01,42.23,45.32,41.860001,43.580002,42.418049,133385200
2021-05-01,44.119999,46.130001,42.389999,45.93,44.82724,126917100
2021-06-01,46.610001,49.099998,45.02,48.599998,47.433136,110806100
2021-07-01,48.619999,55.509998,47.529999,55.25,54.064171,94462600
2021-08-01,55.299999,58.889999,54.23,57.599998,56.363731,78839500
2021-09-01,57.900002,58.290001,51.310001,51.759998,50.649075,106052400
2021-10-01,51.860001,55.34,49.93,52.23,51.108986,72412300
2021-11-01,52.349998,57.970001,51.18,54.119999,53.078239,75948000
2021-12-01,54.790001,57.689999,50.360001,54.240002,53.19593,70599600
2022-01-01,53.150002,54.639999,45.310001,47.68,46.897144,93151400
2022-02-01,48.0,48.189999,42.450001,44.880001,44.14312,107483000
2022-03-01,45.16,48.48,42.834999,45.869999,45.116859,112182000
2022-04-01,46.299999,46.41,36.23,38.27,37.641647,92625500
2022-05-01,38.540001,40.73,36.91,39.310001,38.809166,124809700
2022-06-01,39.27,40.145,34.119999,35.66,35.205666,105507700
2022-07-01,35.77,40.625,34.689999,40.529999,40.185795,77649300
2022-08-01,40.150002,44.599998,38.959999,39.119999,38.787769,99364300
2022-09-01,39.029999,42.759998,34.950001,35.560001,35.258007,87908800
2022-10-01,35.93,39.990002,33.099998,39.759998,39.422337,113278200
2022-11-01,40.32,44.889999,37.939999,44.32,44.121807,79897600
2022-12-01,44.82,45.220001,40.830002,41.25,41.065536,69913700
