Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,124.379997,132.759995,122.709999,126.889999,108.585533,23553600
2018-02-01,126.470001,130.220001,114.330002,126.300003,108.080658,21977800
2018-03-01,126.050003,133.380005,118.160004,124.010002,106.816269,22743000
2018-04-01,123.75,126.860001,113.160004,114.080002,98.263039,21093400
2018-05-01,114.139999,115.919998,106.43,107.5,92.595352,23644600
2018-06-01,107.809998,113.110001,96.129997,107.480003,93.217087,43814200
2018-07-01,107.230003,112.690002,104.639999,111.120003,96.374054,19779800
2018-08-01,111.5,121.279999,102.5,103.379997,89.661186,33903000
2018-09-01,103.379997,111.809998,101.650002,102.610001,89.670334,17853500
2018-10-01,103.0,110.400002,100.910004,108.32,94.660263,24663900
2018-11-01,108.389999,115.449997,100.650002,104.510002,91.330727,32877100
2018-12-01,104.440002,106.089996,91.32,93.489998,82.314476,28202300
2019-01-01,93.080002,105.290001,91.949997,104.879997,92.342949,18779700
2019-02-01,105.110001,109.300003,99.540001,105.910004,93.249825,22739200
2019-03-01,106.209999,116.769997,101.050003,116.5,103.421417,30909900
2019-04-01,116.559998,123.07,114.970001,122.629997,108.863228,16418200
2019-05-01,122.610001,128.429993,119.540001,121.559998,107.913345,14440400
2019-06-01,121.610001,125.870003,114.449997,115.190002,102.944771,20656800
2019-07-01,115.919998,120.379997,110.080002,111.190002,99.369995,17516900
2019-08-01,111.709999,116.370003,101.75,105.160004,93.98101,23822100
2019-09-01,104.809998,110.489998,103.330002,110.019997,99.093613,15141300
2019-10-01,110.050003,110.419998,105.010002,105.68,95.184616,13646700
2019-11-01,105.699997,113.0,102.809998,105.089996,94.653221,21815100
2019-12-01,104.870003,107.790001,101.099998,104.129997,94.575333,18679600
2020-01-01,104.129997,109.07,101.43,103.610001,94.103058,19353700
2020-02-01,103.900002,112.860001,100.139999,102.989998,93.53994,16922500
2020-03-01,103.5,121.389999,91.879997,111.0,101.631966,33108200
2020-04-01,108.690002,125.620003,107.309998,114.910004,105.21199,24847200
2020-05-01,115.0,120.239998,106.650002,113.93,104.31469,22086400
2020-06-01,114.07,116.589996,101.889999,105.809998,97.606735,26853300
2020-07-01,105.5,110.629997,102.870003,109.349998,100.872284,14964700
2020-08-01,109.720001,123.440002,109.110001,120.18,110.862663,19407500
2020-09-01,119.980003,121.82,108.099998,115.519997,107.404793,17561500
2020-10-01,115.080002,120.93,109.849998,112.199997,104.318016,15482700
2020-11-01,113.709999,120.18,112.300003,117.199997,108.966766,16993000
2020-12-01,117.370003,118.739998,112.650002,115.599998,108.292725,20262200
2021-01-01,115.669998,131.690002,110.529999,116.410004,109.051537,26427600
2021-02-01,115.919998,119.480003,111.599998,112.0,104.920288,20906500
2021-03-01,112.089996,132.380005,111.589996,126.529999,119.460266,29631500
2021-04-01,126.400002,134.119995,123.459999,130.990005,123.671074,19514800
2021-05-01,131.020004,139.570007,130.860001,133.289993,125.842545,18248500
2021-06-01,133.460007,140.649994,127.25,129.570007,123.152649,18650200
2021-07-01,129.350006,136.350006,127.190002,131.110001,124.616371,15503200
2021-08-01,131.119995,136.119995,121.620003,123.669998,117.544853,17411100
2021-09-01,124.0,124.0,118.550003,120.029999,114.951942,18978200
2021-10-01,120.580002,125.699997,119.309998,122.860001,117.662224,13411300
2021-11-01,122.699997,134.679993,122.300003,126.470001,121.119507,16854100
2021-12-01,127.440002,139.869995,126.449997,135.820007,131.083221,15861100
2022-01-01,135.369995,145.820007,133.630005,140.580002,135.6772,16238500
2022-02-01,140.610001,141.630005,130.710007,134.75,130.050522,14683200
2022-03-01,130.5,137.539993,124.889999,135.410004,131.641922,22137100
2022-04-01,135.800003,145.259995,132.940002,136.929993,133.119598,13555000
2022-05-01,138.660004,146.740005,120.949997,125.370003,121.881302,23347200
2022-06-01,125.809998,131.679993,119.82,128.009995,125.306747,22240200
2022-07-01,128.529999,136.199997,125.830002,132.320007,129.525742,14496300
2022-08-01,132.179993,144.899994,130.679993,139.990005,137.033783,19020200
2022-09-01,139.600006,143.449997,135.440002,137.410004,135.539352,16478500
2022-10-01,138.570007,152.160004,136.880005,150.660004,148.608978,15364000
2022-11-01,150.410004,154.059998,138.789993,154.009995,151.913361,18663300
2022-12-01,154.339996,160.529999,151.899994,158.460007,157.374435,14737900
