,Date,Open,High,Low,Close,Adj Close,Volume
0,2018-01-01,60.689999,64.269997,59.93,62.869999,55.558178,48978300
1,2018-02-01,62.57,62.619999,56.009998,59.650002,53.027515,54200400
2,2018-03-01,59.59,61.439999,58.970001,59.959999,53.303112,70080500
3,2018-04-01,59.880001,63.68,58.119999,62.540001,55.596672,53287700
4,2018-05-01,62.529999,66.510002,61.349998,65.029999,58.152241,66629400
5,2018-06-01,65.269997,68.870003,65.150002,68.290001,61.067448,42812000
6,2018-07-01,68.110001,71.970001,65.779999,67.209999,60.101681,47421300
7,2018-08-01,67.209999,75.980003,66.650002,74.82,67.260109,69522600
8,2018-09-01,74.400002,75.720001,72.410004,73.25,65.84874,57326900
9,2018-10-01,73.5,73.910004,68.120003,71.330002,64.122734,51865900
10,2018-11-01,71.220001,72.209999,63.189999,67.400002,60.891724,78392000
11,2018-12-01,67.349998,67.410004,59.439999,62.66,56.609425,64926400
12,2019-01-01,62.16,63.880001,60.98,63.849998,57.684513,63076000
13,2019-02-01,63.700001,67.889999,63.27,67.550003,61.413246,80155200
14,2019-03-01,67.769997,67.860001,65.239998,66.760002,60.695007,53503600
15,2019-04-01,67.150002,72.0,65.970001,70.370003,63.977039,45664100
16,2019-05-01,70.650002,75.75,68.239998,68.82,62.937134,56733300
17,2019-06-01,68.650002,73.790001,67.970001,70.720001,64.674713,44697000
18,2019-07-01,70.959999,73.139999,67.889999,68.57,62.708496,46543300
19,2019-08-01,68.5,75.150002,66.779999,74.330002,68.349358,77398600
20,2019-09-01,74.0,79.529999,73.809998,79.400002,73.011429,59277300
21,2019-10-01,79.559998,79.900002,77.349998,79.870003,73.443619,52913400
22,2019-11-01,80.0,81.900002,78.470001,80.550003,74.438103,44776600
23,2019-12-01,80.489998,85.980003,79.860001,85.540001,79.049477,38268200
24,2020-01-01,85.059998,85.129997,81.440002,82.139999,75.907463,48728400
25,2020-02-01,81.209999,81.209999,65.519997,66.650002,61.918533,58181500
26,2020-03-01,67.110001,73.260002,26.0,45.630001,42.390739,206223400
27,2020-04-01,41.98,58.990002,37.200001,56.27,52.275402,128565300
28,2020-05-01,54.5,57.75,44.169998,55.16,51.800938,100686700
29,2020-06-01,56.139999,65.010002,51.810001,54.66,51.331383,102263500
30,2020-07-01,54.400002,56.349998,50.029999,52.849998,49.631611,60041200
31,2020-08-01,52.73,62.52,50.900002,60.139999,56.946491,71426700
32,2020-09-01,59.560001,69.519997,58.919998,62.220001,58.916039,64589600
33,2020-10-01,62.32,69.269997,53.849998,55.310001,52.372974,55745900
34,2020-11-01,56.16,76.730003,55.279999,71.290001,67.996185,65316100
35,2020-12-01,71.419998,78.139999,70.32,74.260002,70.828964,62721700
36,2021-01-01,74.139999,79.959999,70.75,71.510002,68.206032,50003200
37,2021-02-01,72.360001,81.800003,69.959999,79.629997,76.403252,45951500
38,2021-03-01,80.449997,83.970001,76.410004,78.739998,75.549316,53763300
39,2021-04-01,78.650002,85.139999,77.769997,84.730003,81.757111,35038100
40,2021-05-01,85.0,86.730003,78.43,81.0,78.157982,50019900
41,2021-06-01,81.760002,82.120003,74.199997,77.75,75.022011,50968800
42,2021-07-01,77.57,77.889999,68.900002,74.199997,71.596573,51886700
43,2021-08-01,74.620003,80.739998,71.290001,79.650002,77.322769,50171500
44,2021-09-01,79.800003,82.75,74.519997,78.5,76.206367,46165200
45,2021-10-01,78.889999,83.839996,75.93,76.900002,75.089195,43818500
46,2021-11-01,77.209999,81.790001,69.910004,70.040001,68.390732,51697000
47,2021-12-01,71.459999,79.0,68.050003,78.550003,76.700348,62059200
48,2022-01-01,78.279999,81.589996,73.970001,78.150002,76.309761,52418000
49,2022-02-01,79.0,87.550003,74.800003,87.099998,85.550362,52052700
50,2022-03-01,86.739998,89.220001,75.230003,81.650002,80.197334,59843000
51,2022-04-01,81.809998,91.529999,81.309998,85.480003,84.437386,47218500
52,2022-05-01,86.389999,90.739998,75.25,84.18,83.153236,56697000
53,2022-06-01,84.120003,87.32,77.790001,84.709999,83.676773,43552100
54,2022-07-01,84.610001,88.839996,84.400002,84.900002,84.348999,47899600
55,2022-08-01,84.459999,87.290001,81.360001,82.220001,81.686386,48133100
56,2022-09-01,82.07,85.110001,70.610001,70.709999,70.251091,43946500
57,2022-10-01,71.519997,87.410004,71.010002,86.559998,85.998222,58473400
58,2022-11-01,84.239998,86.989998,80.139999,86.510002,86.510002,53398100
59,2022-12-01,86.940002,87.209999,82.139999,82.230003,82.230003,10716400
