,Date,Open,High,Low,Close,Adj Close,Volume
0,2018-01-01,30.403334,31.593332,28.860001,30.313334,30.313334,33770400
1,2018-02-01,30.166668,30.663334,28.450001,29.413334,29.413334,31951200
2,2018-03-01,29.323334,30.09,27.719999,28.530001,28.530001,60117300
3,2018-04-01,28.523333,28.926666,26.063334,26.709999,26.709999,36656100
4,2018-05-01,26.693333,27.503332,25.706667,26.15,26.15,44151900
5,2018-06-01,26.353333,28.120001,26.0,26.459999,26.459999,46766400
6,2018-07-01,26.25,30.700001,26.25,30.559999,30.559999,29280700
7,2018-08-01,30.26,31.32,29.629999,30.57,30.57,19783500
8,2018-09-01,30.5,30.790001,29.389999,29.809999,29.809999,21995800
9,2018-10-01,29.84,30.0,26.120001,28.370001,28.370001,23610700
10,2018-11-01,28.52,29.0,27.49,28.620001,28.620001,22171600
11,2018-12-01,28.709999,28.879999,24.790001,26.719999,26.719999,24151500
12,2019-01-01,26.370001,29.4,25.07,29.35,29.35,19508200
13,2019-02-01,29.440001,32.830002,29.309999,32.669998,32.669998,23187400
14,2019-03-01,32.790001,33.049999,31.530001,32.32,32.32,25168200
15,2019-04-01,32.580002,34.580002,32.060001,33.779999,33.779999,21751500
16,2019-05-01,34.0,34.880001,33.099998,34.43,34.43,27026800
17,2019-06-01,34.360001,37.240002,34.360001,37.080002,37.080002,28779000
18,2019-07-01,37.650002,39.860001,37.02,38.689999,38.689999,27194900
19,2019-08-01,38.93,40.200001,37.57,39.5,39.5,25644100
20,2019-09-01,39.299999,42.860001,39.299999,41.98,41.98,28725800
21,2019-10-01,42.279999,42.720001,40.459999,41.759998,41.759998,28165500
22,2019-11-01,41.82,42.290001,40.119999,41.970001,41.970001,34387700
23,2019-12-01,42.009998,43.029999,40.419998,42.889999,42.889999,23454100
24,2020-01-01,43.009998,45.59,42.68,44.16,44.16,28684900
25,2020-02-01,44.32,48.32,39.790001,40.43,40.43,29239000
26,2020-03-01,40.5,43.110001,22.540001,28.459999,28.459999,67148900
27,2020-04-01,27.27,31.17,23.459999,24.030001,24.030001,47273400
28,2020-05-01,23.43,30.75,20.93,28.219999,28.219999,60540900
29,2020-06-01,28.450001,35.759998,27.629999,28.65,28.65,54229900
30,2020-07-01,28.700001,31.790001,26.219999,30.75,30.75,37827700
31,2020-08-01,30.799999,33.68,30.27,31.540001,31.540001,24507000
32,2020-09-01,31.27,33.049999,27.41,29.25,29.25,36124300
33,2020-10-01,29.35,32.16,28.549999,30.209999,30.209999,35307500
34,2020-11-01,30.85,35.540001,30.639999,32.200001,32.200001,48498900
35,2020-12-01,33.009998,36.16,32.18,36.07,36.07,46397500
36,2021-01-01,36.150002,37.16,31.23,31.41,31.41,55630600
37,2021-02-01,31.5,36.330002,31.280001,35.82,35.82,69504400
38,2021-03-01,36.41,39.34,35.09,38.369999,38.369999,58581700
39,2021-04-01,38.330002,41.279999,38.150002,39.709999,39.709999,30172800
40,2021-05-01,40.130001,41.110001,38.75,39.889999,39.889999,31326000
41,2021-06-01,40.0,40.18,36.98,38.939999,38.939999,43704800
42,2021-07-01,39.130001,40.25,36.529999,39.0,39.0,35624200
43,2021-08-01,39.18,42.540001,38.59,41.099998,41.099998,33747600
44,2021-09-01,41.060001,41.189999,38.110001,38.18,38.18,48827000
45,2021-10-01,38.150002,43.720001,37.439999,41.82,41.82,33377300
46,2021-11-01,41.919998,43.93,40.240002,40.380001,40.380001,43920000
47,2021-12-01,41.080002,44.919998,40.720001,44.450001,44.450001,30263400
48,2022-01-01,44.5,47.580002,43.810001,46.32,46.32,33516200
49,2022-02-01,46.360001,49.150002,44.700001,47.110001,47.110001,35614900
50,2022-03-01,46.84,49.080002,43.59,48.419998,48.419998,47036000
51,2022-04-01,48.450001,50.73,45.549999,45.669998,45.669998,45658400
52,2022-05-01,45.599998,47.93,44.509998,47.459999,47.459999,40801500
53,2022-06-01,47.459999,47.650002,42.09,45.490002,45.490002,34773500
54,2022-07-01,45.23,46.189999,42.110001,44.400002,44.400002,41345400
55,2022-08-01,43.889999,47.919998,42.98,45.720001,45.720001,25379900
56,2022-09-01,45.66,47.700001,41.049999,45.540001,45.540001,32320700
57,2022-10-01,45.790001,58.0,44.619999,57.5,57.5,146318000
58,2022-11-01,57.52,60.07,54.82,59.91,59.91,59344700
59,2022-12-01,60.459999,61.200001,58.709999,60.040001,60.040001,12706400
